fold,feature,k_chosen
4,original_firstorder_10Percentile,50
4,original_glcm_SumAverage,50
4,original_glcm_JointAverage,50
4,original_glszm_ZoneEntropy,50
4,original_shape_Maximum3DDiameter,50
4,original_glszm_SizeZoneNonUniformity,50
4,original_firstorder_Uniformity,50
4,original_glrlm_RunVariance,50
4,original_shape_LeastAxisLength,50
4,original_glrlm_GrayLevelNonUniformity,50
4,original_gldm_LowGrayLevelEmphasis,50
4,original_glrlm_LowGrayLevelRunEmphasis,50
4,original_glcm_MCC,50
4,original_glrlm_HighGrayLevelRunEmphasis,50
4,original_glrlm_LongRunHighGrayLevelEmphasis,50
4,original_ngtdm_Complexity,50
